depth,dataset,model,random_seed,auc,brier,brier_scaled,hosmer_lemshow,speigelhalter,reliability_small,reliability_large
33,hastie,CF-Iso,9,0.9863840238264581,0.045392059771225984,0.8183994763775632,0.036949232782379604,0.052994479481496465,0.0006351818558184233,3.338653272783514e-05
35,hastie,CF-Iso,0,0.9823389966198185,0.05224828413382346,0.790858140364521,0.14380467162372002,0.41323512420141206,0.00035081560744554176,1.0557838086275837e-05
35,hastie,CF-Iso,1,0.984096985423552,0.04951366416086509,0.8018607158667387,0.18732546042809517,0.1735946532175715,0.00024845206420728296,4.599929911717816e-05
35,hastie,CF-Iso,2,0.9842281941834563,0.04819070279276321,0.8072368461388958,0.08076931412862887,0.01557361237057008,0.00043358183753336156,1.282807900240133e-05
35,hastie,CF-Iso,3,0.9848753965826315,0.04835356469666803,0.8065183235980838,0.2708361200595546,0.006708711035112359,0.0003001572247343503,3.023363786500636e-06
35,hastie,CF-Iso,4,0.9864065991484252,0.04552326122428849,0.8178077615508015,0.16925092335024738,0.029474223228420363,0.0004812128744167231,5.938740758778395e-05
35,hastie,CF-Iso,5,0.9864491591762056,0.046390265244036055,0.8144091620049597,0.0002307702809382084,1.1703129260720034e-06,0.0012152667757078055,3.064192296121652e-05
35,hastie,CF-Iso,6,0.9845328977342178,0.04807765722838468,0.8076701381002713,0.40718743944891267,0.015704603385544583,0.00019375752317122273,2.8735777809917678e-06
35,hastie,CF-Iso,7,0.9866809253570006,0.045898098540192875,0.8163958551739596,0.000715918041105712,1.789873112091703e-05,0.0009515881856269039,6.122195554767254e-05
35,hastie,CF-Iso,8,0.9844542425083044,0.04742168592655253,0.8102646840529074,0.3999655955743904,0.06297290420908008,0.00031142580853819006,1.9916838398623306e-05
35,hastie,CF-Iso,9,0.9860384068278805,0.04657844891404172,0.813653076001789,0.09965767563716144,0.007604788517246349,0.0003142598874582704,1.0979458358978244e-05
37,hastie,CF-Iso,0,0.982026996975627,0.05190889720479198,0.7922166541348836,0.14002792541256415,0.11163626850191577,0.00046298456207771483,1.8399888789279002e-05
37,hastie,CF-Iso,1,0.9837328298886769,0.049629557051825486,0.8013969462217287,0.0,0.21849317466305107,0.00034784777903950454,3.822098604197923e-05
37,hastie,CF-Iso,2,0.9840675272311594,0.048238098869716084,0.8070472614940449,0.03321752888631724,0.02324920129763188,0.0006874519831146817,2.2489658129672868e-05
37,hastie,CF-Iso,3,0.9852557513373549,0.04835750985558131,0.8065025374618393,0.0402405565893742,0.002793640607354989,0.0006854350749715183,8.94916838747447e-07
37,hastie,CF-Iso,4,0.9860150526397706,0.046487198997659844,0.8139499100715106,0.0899558558352288,0.0841011312986988,0.0003821056832072629,3.168318253351158e-05
37,hastie,CF-Iso,5,0.9860004205119133,0.04641465867115827,0.8143115726387992,2.637662629523252e-05,1.020593796131881e-06,0.0009902541825124176,1.5952293189087905e-05
37,hastie,CF-Iso,6,0.9844917825115845,0.04899453260680094,0.8040022697997762,0.09253955451907037,0.018274602207085842,0.00019789718145857982,2.2933350635920895e-06
